id,task_type,theme,poem_type,prompt,generated_poem,is_format_correct,num_sentences,char_counts,errors
T0065,theme_generation,诗酒,五言绝句,"请围绕主题“诗酒”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",江上秋风白帝城，孤舟夜泊若为情。青枫浦上朝来雨，,False,3,"[7, 7, 7]","[""句数错误：期望 4 句，实际 3 句"", ""第 1 句字数错误：期望 5 字，实际 7 字"", ""第 2 句字数错误：期望 5 字，实际 7 字"", ""第 3 句字数错误：期望 5 字，实际 7 字""]"
T0066,theme_generation,征人,七言绝句,"请围绕主题“征人”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",一箭落雕天万里，万钉插鬓汉官仪。圣朝未可夸无敌，须向云中试马师。,True,4,"[7, 7, 7, 7]",[]
T0067,theme_generation,游子,五言绝句,"请围绕主题“游子”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",别易会应难，无书可寄看。相思成怅望，春草碧芊芊。,True,4,"[5, 5, 5, 5]",[]
T0068,theme_generation,故乡,七言绝句,"请围绕主题“故乡”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",故国西风急，思归又一年。黄花与紫菊，何处不流连。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0069,theme_generation,关山,五言绝句,"请围绕主题“关山”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",征人出塞去，匹马戍楼西。遥见烽烟起，回看归路迷。,True,4,"[5, 5, 5, 5]",[]
T0070,theme_generation,楼台,七言绝句,"请围绕主题“楼台”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",长忆吴中胜事多，钱王旧宅枕江阿。楼台高下青烟起，正是人家卖酒和。,True,4,"[7, 7, 7, 7]",[]
T0071,theme_generation,晨景,五言绝句,"请围绕主题“晨景”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山雨暗前浦，江云生夕阴。晓灯留客坐，寒翠入松林。,True,4,"[5, 5, 5, 5]",[]
T0072,theme_generation,暮景,七言绝句,"请围绕主题“暮景”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",落日带烟归，秋容已无色。独有数点鸦，衔得残霞入。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0073,theme_generation,湖上,五言绝句,"请围绕主题“湖上”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",春到江南岸，游人满碧溪。无花可相赠，聊折柳青丝。,True,4,"[5, 5, 5, 5]",[]
T0074,theme_generation,溪边,七言绝句,"请围绕主题“溪边”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",路转山腰见，人家水际斜。竹篱茅屋底，时有牧儿家。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0075,theme_generation,山寺,五言绝句,"请围绕主题“山寺”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",不闻钟鼓音，但见楼阁峻。中有坐忘人，石床秋藓润。,True,4,"[5, 5, 5, 5]",[]
T0076,theme_generation,秋夜,七言绝句,"请围绕主题“秋夜”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",霜气吹窗纸，梅花著雨寒。起来书几案，残火尚余丹。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0077,theme_generation,春游,五言绝句,"请围绕主题“春游”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",日色才临下，春风忽满林。青苔封绿径，红粉点花心。,True,4,"[5, 5, 5, 5]",[]
T0078,theme_generation,送别,七言绝句,"请围绕主题“送别”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",送君千里去，直指长安道。我自伤离情，不关君怀抱。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0079,theme_generation,登高,五言绝句,"请围绕主题“登高”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",遥知风露重，先已泛荷香。更爱秋天色，平铺碧玉光。,True,4,"[5, 5, 5, 5]",[]
T0080,theme_generation,望月,七言绝句,"请围绕主题“望月”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",万顷琉璃镜，寒光夜不收。可怜天上月，独照渡头秋。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0081,theme_generation,听雨,五言绝句,"请围绕主题“听雨”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",空林无宿鸟，烟雨锁苍苔。一卷南华读，心清梦不回。,True,4,"[5, 5, 5, 5]",[]
T0082,theme_generation,赏花,七言绝句,"请围绕主题“赏花”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",桃李无言春又晚，海棠应解笑人羞。若教作意来开早，不怕吹香过驿楼。,True,4,"[7, 7, 7, 7]",[]
T0083,theme_generation,观潮,五言绝句,"请围绕主题“观潮”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",海若卷波澜，百川赴沧海。大哉天地间，此理谁当宰。,True,4,"[5, 5, 5, 5]",[]
T0084,theme_generation,塞外,七言绝句,"请围绕主题“塞外”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",朔雪连天白，寒沙带日黄。定知边色暗，不独戍楼荒。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0085,theme_generation,军旅,五言绝句,"请围绕主题“军旅”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",行尽东南路，方知此是家。平生一卷轴，曾到日边斜。,True,4,"[5, 5, 5, 5]",[]
T0086,theme_generation,宫怨,七言绝句,"请围绕主题“宫怨”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",蛾眉曾画妒，玉面不粧羞。何事今春色，无人更举头。春来花正开，,False,5,"[5, 5, 5, 5, 5]","[""句数错误：期望 4 句，实际 5 句"", ""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字"", ""第 5 句字数错误：期望 7 字，实际 5 字""]"
T0087,theme_generation,闺思,五言绝句,"请围绕主题“闺思”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",春来百草香，采采绿杨边。泪落胭脂堕，愁多不语憔悴,False,4,"[5, 5, 5, 6]","[""第 4 句字数错误：期望 5 字，实际 6 字""]"
T0088,theme_generation,农家,七言绝句,"请围绕主题“农家”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",麦饭聊充腹，藜羹且疗饥。谁知农作苦，一饱亦奚时。。。。。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0089,theme_generation,渔舟,五言绝句,"请围绕主题“渔舟”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",晚来江雨急，潮落水平沙。独棹孤舟去，还寻上次家。,True,4,"[5, 5, 5, 5]",[]
T0090,theme_generation,山居,七言绝句,"请围绕主题“山居”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",一鸟不鸣林更静，片云无迹水长流。草庵风冷难成寐，起汲山泉自煮茶。,True,4,"[7, 7, 7, 7]",[]
T0091,theme_generation,旅夜,五言绝句,"请围绕主题“旅夜”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",孤馆清秋夕，关山落叶频。自怜经岁客，不醉一杯春。,True,4,"[5, 5, 5, 5]",[]
